,Tweet Number,News Organization,Tweet,Compound Score,Positive Score,Negative Score,Neutral Score
376,76,@FoxNews,Federal judge commends Trump administration for 'good faith' in family reunifications. https://t.co/Cs8e9JZ3k6,0.6908,0.363,0.0,0.637
377,77,@FoxNews,Woman gets 40 years in prison for trying to sell 2-year-old daughter for sex. https://t.co/waJhLdBHF6,-0.5106,0.0,0.191,0.809
378,78,@FoxNews,"""Ghost dunes"" found on Mars could hold proof of ancient life on the red planet, according to newly published resear… https://t.co/1iqZsAGo5q",-0.3182,0.0,0.103,0.897
379,79,@FoxNews,"Infant dies day after showing symptoms of meningitis, family says https://t.co/VKbge3GA8x",0.0,0.0,0.0,1.0
380,80,@FoxNews,The Daily Spike: Albie and the Harrell family on why they chose to train a service dog https://t.co/8sxyDx87Cl,0.0,0.0,0.0,1.0
381,81,@FoxNews,OPINION: Republicans walked right into Peter Strzok's trap -- Here's what they missed. https://t.co/PTLpUenTYn,-0.5423,0.0,0.273,0.727
382,82,@FoxNews,Texas fishermen pull 8-foot alligator gar from river: 'She's a beast' https://t.co/ku7k07nvyi,0.0,0.0,0.0,1.0
383,83,@FoxNews,"MLB suspends Papa John's promotion until after All-Star break, pizza company says https://t.co/4V5EwXbNWC",0.0,0.0,0.0,1.0
384,84,@FoxNews,"OPINION: Indictment arguments aside, Trump is right to meet with Putin https://t.co/gI9NigGo0i",-0.4019,0.0,0.197,0.803
385,85,@FoxNews,Florida beaches closed after shark attacks leave 2 injured: report https://t.co/x1ocKP9FZY,-0.7003,0.0,0.493,0.507
386,86,@FoxNews,"The crew of the Coast Guard Cutter Kukui arrives in Sitka, Alaska after circumnavigating North America for a year.… https://t.co/bck1GhBVjR",0.0,0.0,0.0,1.0
387,87,@FoxNews,"Billy Bush's wife, Sydney Davis, files for divorce after nearly 20 years of marriage: report https://t.co/HGlH3vwHt3",0.0,0.0,0.0,1.0
388,88,@FoxNews,'A Step in the Right Direction': @GiannoCaldwell Praises Trump DOJ After 1955 Emmett Till Case Reopened https://t.co/LPzMLzaemb,0.5267,0.175,0.0,0.825
389,89,@FoxNews,Graham: Trump Must 'Reject' Any Putin Denials of Election Meddling https://t.co/USc9GNYEEa,0.0,0.0,0.0,1.0
390,90,@FoxNews,"Blockbuster video stores closing in Alaska, leaving chain with 1 location in US https://t.co/m3AdMnEWhN",0.5994,0.245,0.0,0.755
391,91,@FoxNews,.@SenJohnMcCain says Helsinki summit 'should not move forward' unless Trump takes firm stand against Russian meddli… https://t.co/e4zPezMUf3,0.0,0.0,0.0,1.0
392,92,@FoxNews,".@newtgingrich: GOP could win big in November thanks to Democrats’ radical, unrealistic immigration stance. (via… https://t.co/ikYdQgmvIy",0.7717,0.324,0.0,0.676
393,93,@FoxNews,".@AlanDersh: ""This indictment proves that we never needed a special counsel."" #TheStory https://t.co/NWKE7CHBOm https://t.co/lhJSkUAGZT",-0.3089,0.0,0.158,0.842
394,94,@FoxNews,".@AlanDersh: ""Every civil libertarian should be concerned about even if there's a possibility that an informant was… https://t.co/48Lzaqjc5S",0.2263,0.106,0.0,0.894
395,95,@FoxNews,.@SpeakerRyan says woodchucks 'ate' his SUV -- and he's not alone. https://t.co/bueGmwg3of,0.1877,0.137,0.0,0.863
396,96,@FoxNews,"Sen. @LindseyGrahamSC: ""Nothing would please Russia more than chaos in America."" #TheStory https://t.co/0ZDI3jYOJo",-0.3976,0.133,0.23,0.637
397,97,@FoxNews,"Sen. @LindseyGrahamSC: ""I have a lot of faith in President Trump. Bush misread Putin. Putin ran over Obama because… https://t.co/8nfb5Yii51",0.1779,0.128,0.096,0.776
398,98,@FoxNews,"Sen. @LindseyGrahamSC: ""Russia did interfere in our election, and if I were the president, I would not ask Putin di… https://t.co/HWt2DqxNZh",0.0,0.0,0.0,1.0
399,99,@FoxNews,"Sen. @LindseyGrahamSC: ""I really feel good about how NATO ended. We're going to meet Putin now with NATO stronger t… https://t.co/LdTFTbWNxJ",0.6983,0.233,0.0,0.767
400,0,@nytimes,"The day Donald Trump publicly asked Russia to find Hillary Clinton’s emails in 2016, Russia began to target her ser… https://t.co/aKEnltUVIh",0.0,0.0,0.0,1.0
401,1,@nytimes,"RT @karenyourish: Trump has spent 169 days of his presidency, or about 30% of his time in office, visiting Trump properties. He is spending…",0.0,0.0,0.0,1.0
402,2,@nytimes,"It was over in less than 20 seconds, but even casual followers of the monarchy were aghast  https://t.co/uIQwVwpJeB",-0.3919,0.1,0.175,0.726
403,3,@nytimes,"Found: A 2,000-year-old sarcophagus that was perfectly sealed.
Inside: Unclear. https://t.co/Lm9p1Gy87I",0.4939,0.296,0.141,0.563
404,4,@nytimes,"The new toll of student debt in 3 charts
https://t.co/bjepY6hUYb",-0.3612,0.0,0.238,0.762
405,5,@nytimes,Not sure what to do in NYC this weekend? We’ve got you. https://t.co/bAq3dvD9gl,0.3182,0.161,0.0,0.839
406,6,@nytimes,"It's the universal World Cup ""oh no"" https://t.co/Acy0y21md6 https://t.co/Y7PfyUNho0",-0.296,0.0,0.216,0.784
407,7,@nytimes,Are you a grammar geek? Test your editing skills in our new quiz. https://t.co/jqqnQQOmiu,-0.2023,0.0,0.13,0.87
408,8,@nytimes,"While the names of FIFA leaders may have changed, the lavish benefits have not https://t.co/OrVIJDKzJD",0.3818,0.157,0.0,0.843
409,9,@nytimes,"Some small studies suggest that spending time in nature, specifically in lush forests, might improve your health https://t.co/wfDmohEEtI",0.4404,0.146,0.0,0.854
410,10,@nytimes,"This weekend, the World Cup final will be underway in Russia. Here's how the tournament ended up there. https://t.co/0DtzfJ51HF",0.0,0.0,0.0,1.0
411,11,@nytimes,RT @katierogers: .@dougmillsnyt is one of the keenest observers of the human condition in journalism (and in the world! Trump says. totally…,0.4926,0.132,0.0,0.868
412,12,@nytimes,The World Cup is about to get 50 percent larger. Hope you took the time to savor this one. https://t.co/S1KXhahyQ6,0.4404,0.132,0.0,0.868
413,13,@nytimes,RT @nytpolitics: Democrats demanded that President Trump cancel his summit with Vladimir Putin after 12 Russian intelligence officers are i…,0.0516,0.129,0.163,0.708
414,14,@nytimes,"John Liu Plots a Comeback Trail, Targeting a Renegade Democrat https://t.co/jVOJMq2k4L",0.0,0.0,0.0,1.0
415,15,@nytimes,"In Trump’s U.K. Visit, Some See ‘Infomercial’ for Money-Losing Golf Resort https://t.co/9il1esJ738",0.0,0.0,0.0,1.0
416,16,@nytimes,"Video review made its debut at this World Cup, and it had an immediate impact https://t.co/gW9hVFyi2j",0.0,0.0,0.0,1.0
417,17,@nytimes,First Words: Americans Think ‘Corruption’ Is Everywhere. Is That Why We Vote for It? https://t.co/xLD6P42SP1,0.0,0.0,0.0,1.0
418,18,@nytimes,"Sarcophagus Found. Contents Unknown. (‘No Guessing, Please.’) https://t.co/nGSstHV6ve",0.0,0.0,0.0,1.0
419,19,@nytimes,"Glorious surprises seemed to lurk everywhere in Oslo, Norway https://t.co/HKAeEiagFg",0.6486,0.409,0.121,0.47
420,20,@nytimes,RT @tackettdc: In Ohio Special election a test for Democrats strength and Republican resolve  https://t.co/p4WXB4IjI8,0.8176,0.436,0.0,0.564
421,21,@nytimes,Phys Ed: Dog Walking Is Good for You. Provided You Do It. https://t.co/zuLXpClv7g,0.4404,0.195,0.0,0.805
422,22,@nytimes,RT @bxchen: Our writer with the best job in the world talks about the tech she uses https://t.co/VY6xJHYbOV,0.6369,0.198,0.0,0.802
423,23,@nytimes,"RT @nytimesarts: The director of the ""Whitney"" documentary explains how he got her family to open up about her childhood abuse. https://t.c…",-0.6369,0.0,0.167,0.833
424,24,@nytimes,"RT @nytimesworld: “Having a vagina doesn’t make a woman,” said Angela Ponce, Spain's transgender competitor in the Miss Universe pageant. “…",-0.1531,0.0,0.082,0.918
425,25,@nytimes,"A ""Downton Abbey"" movie is coming https://t.co/81TKuwcdp6",0.0,0.0,0.0,1.0
426,26,@nytimes,"They named it Ingentia prima, meaning “the first giant.” “This new dinosaur changes our understanding of how dinosa… https://t.co/47cDpDv68K",0.0,0.0,0.0,1.0
427,27,@nytimes,"RT @nytpolitics: Russia's largest spy agency has been implicated in the downing of a civilian airliner, armed operations in Syria and now t…",0.0,0.0,0.0,1.0
428,28,@nytimes,A painting worth $1 million has turned up 4 decades after it was stolen from a Manhattan warehouse https://t.co/evf9RPx918,-0.3182,0.099,0.168,0.733
429,29,@nytimes,"“I still can’t believe it worked.” Inside the Thai soccer team's rescue: floating stretchers, anti-anxiety pills an… https://t.co/E9RGJxfTSC",0.5106,0.163,0.0,0.837
430,30,@nytimes,"RT @nytimesworld: ""Pakistan is entering another period of prolonged political instability.” The arrest of former Prime Minister Nawaz Shari…",-0.34,0.0,0.118,0.882
431,31,@nytimes,"The Getty Museum has added a rare illuminated Torah, dating to 1296, to its trove of manuscripts https://t.co/0WC7D9weVF",0.0,0.0,0.0,1.0
432,32,@nytimes,Astronomers traced a neutrino back to a distant galaxy. “We have found the first source of cosmic rays.” https://t.co/3PYngOHGLU,0.0,0.0,0.0,1.0
433,33,@nytimes,RT @NYTNational: The volunteers of The Águilas del Desierto - Eagles of the Desert - work to find bodies of immigrants who died while makin…,-0.5574,0.0,0.141,0.859
434,34,@nytimes,"Nancy Barbato Sinatra, an Idol’s First Wife and Lasting Confidante, Dies at 101 https://t.co/Q4xT0ZOktH",0.0,0.0,0.0,1.0
435,35,@nytimes,"""I get discriminated against all the time. No one thinks I’m a CEO. I sit on a plane and tell somebody, 'Well, I ru… https://t.co/mjB9vBw1TZ",-0.296,0.0,0.099,0.901
436,36,@nytimes,"“She so ugly I almost threw up. Ew.”
“I was just staring at your bbbooo.....i mean eyes.”
“Go back to the kitchen a… https://t.co/yRDgH7oKDf",-0.5563,0.0,0.14,0.86
437,37,@nytimes,"RT @NYTMetro: Designs include skulls, flaming hearts with swords piercing them, spiders, roses, jellyfish, an upside-down bat, and a unicor…",0.0,0.0,0.0,1.0
438,38,@nytimes,"Trump Walks in Front of Queen Elizabeth, Causing Social Media Frenzy https://t.co/22TQkfSosk",-0.3182,0.0,0.173,0.827
439,39,@nytimes,No one will win the Nobel Prize in Literature this year. But you — along with the librarians of Sweden — can help c… https://t.co/rvMxGcauHt,0.8225,0.316,0.071,0.613
440,40,@nytimes,"Wilbur Ross, the commerce secretary, said he would sell all of his remaining stock holdings after a government watc… https://t.co/Vnk0WRf50E",0.0,0.0,0.0,1.0
441,41,@nytimes,"A Giant Iceberg Parked Offshore. It’s Stunning, but Villagers Hit the Road. https://t.co/OU7lo9ldy0",0.2023,0.141,0.0,0.859
442,42,@nytimes,"In 21 trips Tom Price took as health secretary, 20 of them violated federal travel rules, an inspector general said https://t.co/22IkjNMj0U",-0.5267,0.0,0.145,0.855
443,43,@nytimes,RT @nytgraphics: How Russia hacked the D.N.C. and Hillary Clinton’s presidential campaign in 2016. https://t.co/6oO8BdTmDN,-0.4019,0.0,0.162,0.838
444,44,@nytimes,"Modern Love: What boxing taught me about love
https://t.co/rat4wkU5a2",0.8555,0.545,0.0,0.455
445,45,@nytimes,2 men pleaded guilty to manslaughter charges in the death of a fire chief in an explosion of a Bronx house that had… https://t.co/0cFXitFTVz,-0.8807,0.0,0.397,0.603
446,46,@nytimes,"Dan Coats, the director of national intelligence, said that the persistent danger of Russian cyberattacks today was… https://t.co/2LT5knHY2n",-0.0772,0.138,0.151,0.711
447,47,@nytimes,RT @nytopinion: The indictments against 12 Russian agents don't exonerate President Trump. On the contrary -- they should worry anyone work…,-0.6407,0.0,0.216,0.784
448,48,@nytimes,"In the tug of war between workers and investors over how to divvy up the nation's wealth, Americans living on a pay… https://t.co/T5PibgTyjs",-0.1779,0.118,0.144,0.738
449,49,@nytimes,"A top Uber executive is under scrutiny for his comments on race and women, casting a shadow on the company’s effort… https://t.co/5vQLWgA19B",0.2023,0.087,0.0,0.913
450,50,@nytimes,"RT @MikeIsaac: During his first six months on the job, Barney Harford, Uber’s chief operating officer, has exhibited a pattern of upsetting…",0.0,0.0,0.0,1.0
451,51,@nytimes,"“I almost feel like I’m making up for lost time,” Kim Gordon says. “I feel like I owe it to myself. Because my whol… https://t.co/mqeNSBtRWL",0.2831,0.16,0.083,0.757
452,52,@nytimes,RT @katierogers: New QUEEN feature from me (w/ @sewellchan as the unsung editor hero): Queen Elizabeth II has met a dozen presidents. Dance…,0.0,0.0,0.0,1.0
453,53,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/gE3aPm7FAX,0.0,0.0,0.0,1.0
454,54,@nytimes,"Linda Daniels relied on an oxygen machine, and died hours after her power was shut off for overdue bills. Her famil… https://t.co/e9ZDQJliUZ",-0.5574,0.0,0.146,0.854
455,55,@nytimes,A village in Greenland is on alert amid fears that a huge iceberg could break apart and send a flood wave over the… https://t.co/ZkZKVgxChH,0.1779,0.178,0.111,0.711
456,56,@nytimes,RT @maggieNYT: “The nation’s top intelligence officer said on Friday that the persistent danger of Russian cyberattacks today was akin to t…,0.128,0.179,0.125,0.696
457,57,@nytimes,You might get one last opportunity to see Manhattanhenge tonight. Here's what you need to know. https://t.co/QHfEQwO8tl,0.4215,0.149,0.0,0.851
458,58,@nytimes,"The ""plazafication of New York"" — closing a street to traffic and turning it into a pedestrian zone — was once a pr… https://t.co/9PVUvCnWk6",0.0,0.0,0.0,1.0
459,59,@nytimes,"A jet black sarcophagus, perfectly sealed despite being 2,000 years old, is a rare find in Egypt, where treasure hu… https://t.co/N076i3VxO5",0.7506,0.274,0.0,0.726
460,60,@nytimes,RT @ScottCacciola: Conducted an anthropological study at summer league by talking to a bunch of people wearing Kobe jerseys about LeBron. T…,0.0,0.0,0.0,1.0
461,61,@nytimes,New York Gov. Andrew Cuomo appeared to embrace elements of a state Health Department report that favored legalizing… https://t.co/0mfrTHTs5t,0.6249,0.242,0.0,0.758
462,62,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/MDrPmbPkvD,0.0,0.0,0.0,1.0
463,63,@nytimes,"Maggie Smith, Michelle Dockery, Hugh Bonneville and other cast members will return to Highclere castle for a ""Downt… https://t.co/VoF5OaHxdQ",0.0,0.0,0.0,1.0
464,64,@nytimes,"RT @NYTScience: Manhattanhenge put on a nice show last night. You'll get another chance to watch it on Friday night, and the weather foreca…",0.5859,0.186,0.0,0.814
465,65,@nytimes,"""I know I could run a company. And I could do it really well,"" says Tiler Peck of New York City Ballet. A new docum… https://t.co/dpzk7W07L4",0.0,0.0,0.0,1.0
466,66,@nytimes,"RT @nytmike: The same day Trump encouraged Russia in the middle of the 2016 campaign to hack Clinton's emails, Russian hackers launched the…",0.4588,0.16,0.0,0.84
467,67,@nytimes,Forget video assistant referees. A translation app was the World Cup's biggest technological advance. https://t.co/UL2kuAqbd5,-0.2263,0.0,0.128,0.872
468,68,@nytimes,RT @nytimesarts: Scarlett Johansson has dropped out of the movie “Rub &amp; Tug” after outcry for taking on the role of a transgender man https…,-0.5106,0.0,0.125,0.875
469,69,@nytimes,“Hannah Gadsby: Nanette” has become a word-of-mouth phenomenon. Here's what to read about it. https://t.co/QDm7UvBft2,0.0,0.0,0.0,1.0
470,70,@nytimes,RT @NYTMetro: New York's low rate of organ donor registration is causing a transplant nightmare. https://t.co/EjsyBow8wJ,-0.2732,0.0,0.13,0.87
471,71,@nytimes,"It took plastic cocoons and anti-anxiety pills, bravery and providence, to save the soccer team. “So many things co… https://t.co/tPEqGwIXgV",0.7506,0.262,0.0,0.738
472,72,@nytimes,"The marijuana industry is growing and the stock prices of companies that grow, process and sell it have been rising https://t.co/ofyY7GTMpR",0.1779,0.078,0.0,0.922
473,73,@nytimes,"RT @nytgraphics: The Mueller investigation so far:
- More than 100 charges
- 32 people and 3 companies charged 
- 5 guilty pleas
- 25 Russi…",-0.7152,0.0,0.291,0.709
474,74,@nytimes,The idea that a minor loss can be more motivating than a major win have big implications for how the working class… https://t.co/FTB3y3rvju,0.7178,0.264,0.083,0.652
475,75,@nytimes,It isn't all bad out there. 7 good-news stories that we wrote about this week: https://t.co/ei62GQnv0W,0.431,0.169,0.0,0.831
476,76,@nytimes,"Modern Love: After being assaulted in a park, a young woman sought refuge in marriage. When that didn’t work, she s… https://t.co/8bEDadT4sN",0.2023,0.164,0.133,0.703
477,77,@nytimes,European allies have begun to believe that underneath President Trump's bluster there is a strategy: to undercut Eu… https://t.co/bWlhXjXASV,0.0,0.0,0.0,1.0
478,78,@nytimes,Fact Check: 10 falsehoods from President Trump's news conference with Theresa May https://t.co/rv9qFtSBq0,0.0,0.0,0.0,1.0
479,79,@nytimes,RT @NYTSports: Spot the Ball just crushed our Sports Editor's soul. He sits next to the guy who makes it yet scored 12.3%. No one is safe.…,-0.6124,0.0,0.167,0.833
480,80,@nytimes,👀 https://t.co/myKh7yleWb,0.0,0.0,0.0,1.0
481,81,@nytimes,McDonald’s salads have been linked to an intestinal parasite outbreak in the Midwest that has sickened over 100 peo… https://t.co/MDiBnhLnuD,-0.5423,0.0,0.156,0.844
482,82,@nytimes,"LeBron James, the longtime nemesis of Kobe Bryant stans, is now the face of the franchise. And they are not impress… https://t.co/mhtpPetan2",0.0,0.0,0.0,1.0
483,83,@nytimes,The British police have found a possible break in the 4-month-old investigation into an attack on a former Russian… https://t.co/0ZbvYxwzxr,-0.4767,0.0,0.154,0.846
484,84,@nytimes,"A special election in Ohio will test the power of the rural vote against the kind of affluent, rapidly growing subu… https://t.co/7AMqkbVqSO",0.5267,0.188,0.0,0.812
485,85,@nytimes,"Fact Check: President Trump's criticisms of London's mayor, Sadiq Khan https://t.co/jT1lc9cgMl",-0.2263,0.0,0.16,0.84
486,86,@nytimes,"12 Russian intelligence officials have been indicted on charges of conspiracy, money laundering and attempts to bre… https://t.co/h6ewsU29QY",-0.34,0.131,0.233,0.636
487,87,@nytimes,RT @nytopinion: What Boris Johnson calls the “method” in Trump’s “madness” is a refusal to listen to inconvenient evidence of the sort prov…,-0.34,0.0,0.103,0.897
488,88,@nytimes,"RT @katierosman: Meet the plaintiffs. Men's rights activist in California are filing law suits, lots of them, arguing that their civil righ…",-0.4588,0.0,0.125,0.875
489,89,@nytimes,"RT @anniecorreal: Yeni González, whose journey to New York we documented in The  Daily, is about to retrieve her three children nearly two…",0.0,0.0,0.0,1.0
490,90,@nytimes,"A ""Downton Abbey"" movie is coming https://t.co/LKOC5QkZ4b",0.0,0.0,0.0,1.0
491,91,@nytimes,"Found: A 2,000-year-old sarcophagus that was perfectly sealed.
Inside: Unclear. https://t.co/7RiNbIVHxf",0.4939,0.296,0.141,0.563
492,92,@nytimes,"Option A: Take a dip at the Astoria Pool.  
Option B: Feast on noodles and dumplings in Chinatown. https://t.co/c4RwOOOkoB",-0.0772,0.0,0.071,0.929
493,93,@nytimes,RT @nytpolitics: The White House has ordered that more lawmakers be given access to classified information about an informant the F.B.I. us…,0.0,0.0,0.0,1.0
494,94,@nytimes,Did you stay up to date this week? Take our news quiz to find out. https://t.co/zW725ZehqS,0.0,0.0,0.0,1.0
495,95,@nytimes,RT @NYTSports: Forget video assistant referees. A translation app was the World Cup's biggest technological advance. https://t.co/HZNC5Ls0lk,-0.2263,0.0,0.112,0.888
496,96,@nytimes,"Confused by the Russia investigation? Here are the key themes, dates and people involved. https://t.co/slPMlSqlxL",-0.3182,0.0,0.141,0.859
497,97,@nytimes,"RT @peterbakernyt: Mueller indictments of Russians tie the hacking directly to the GRU, the Russian military intelligence agency.",0.4767,0.154,0.0,0.846
498,98,@nytimes,Rod Rosenstein is discussing the charges during a news conference as President Trump meets with the queen of Englan… https://t.co/tdXSXGBWUM,-0.2732,0.0,0.104,0.896
499,99,@nytimes,"Breaking News: Twelve Russian intelligence officers were charged in the hacking of Democrats’ emails, days before P… https://t.co/5REI9AAjzn",0.3182,0.148,0.086,0.766
